Subject Area,Catalog Number,Section,Course Title,Room Number,Start Time,End Time,Day
PSYC,105,OP01,Introductory Psychology II,5-142,6:00,6:50,T
PSYC,105,OP95,Introductory Psychology II,V-MCO,,,
PSYC,212,AS01,Introduction to Research Methods in Psychology,6-334,12:30,1:50,TR
PSYC,212,AS02,Introduction to Research Methods in Psychology,6-334,11:00,12:20,TR
PSYC,212,AS03,Introduction to Research Methods in Psychology,6-334,2:00,3:20,TR
PSYC,212,AS04,Introduction to Research Methods in Psychology,6-334,9:30,10:50,TR
PSYC,223,AS01,Developmental Psychology,6-133,9:00,9:50,MWF
PSYC,223,AS02,Developmental Psychology,6-332,3:30,4:50,TR
PSYC,223,AS03,Developmental Psychology,6-133,8:00,8:50,MWF
PSYC,223,AS04,Developmental Psychology,6-332,8:00,9:20,TR
PSYC,223,OP01,Developmental Psychology,6-252,6:00,8:50,W
PSYC,223,OP95,Developmental Psychology,V-MCO,,,
PSYC,233,AS01,Personality,6-226,9:30,10:50,TR
PSYC,233,AS02,Personality,6-291,9:30,10:50,TR
PSYC,233,AS03,Personality,6-258,8:00,8:50,MWF
PSYC,233,AS04,Personality,6-133,11:00,12:20,TR
PSYC,233,OP01,Personality,6-258,6:00,8:50,T
PSYC,241,AS01,Social Psychology,6-252,12:00,12:50,MWF
PSYC,241,AS02,Social Psychology,6-258,9:00,9:50,MWF
PSYC,241,AS03,Social Psychology,6-252,10:00,10:50,MWF
PSYC,241,AS04,Social Psychology,6-258,8:00,9:20,TR
PSYC,241,OP01,Social Psychology,6-258,6:00,8:50,M
PSYC,241,OP95,Social Psychology,V-MCO,,,
PSYC,258,AS01,Cognitive Psychology,6-232,2:00,3:20,TR
PSYC,258,AS02,Cognitive Psychology,6-252,4:00,4:50,MWF
PSYC,258,AS03,Cognitive Psychology,6-258,3:30,4:50,TR
PSYC,258,OP95,Cognitive Psychology,V-MCO,,,
PSYC,267,AS01,Perception,6-348,11:00,12:20,TR
PSYC,267,AS02,Perception,6-291,12:00,12:50,MWF
PSYC,267,AS03,Perception,6-256,3:30,4:50,TR
PSYC,267,OP95,Perception,V-MCO,,,
PSYC,275,AS01,Brain and Behaviour,6-291,11:00,11:50,MWF
PSYC,275,AS02,Brain and Behaviour,6-256,10:00,10:50,MWF
PSYC,275,AS03,Brain and Behaviour,6-256,12:30,1:50,TR
PSYC,275,AS04,Brain and Behaviour,6-258,2:00,3:20,TR
PSYC,275,OP95,Brain and Behaviour,V-MCO,,,
PSYC,281,AS01,Principles of Behaviour,6-252,11:00,11:50,MWF
PSYC,281,AS02,Principles of Behaviour,6-238,9:00,9:50,MWF
PSYC,281,AS03,Principles of Behaviour,6-153,3:00,3:50,MWF
PSYC,281,OP95,Principles of Behaviour,V-MCO,,,
PSYC,301,AS01,History of Psychology,6-232,11:00,11:50,MWF
PSYC,301,AS02,History of Psychology,6-232,8:00,8:50,MWF
PSYC,307,AS01,Health Psychology,6-232,12:00,12:50,MWF
PSYC,312,AS01,Advanced Research Methods,6-334,8:00,9:20,TR
PSYC,312,X01L,Advanced Research Methods,6-334,4:00,5:50,W
PSYC,328,AS01,Adult Development and Aging,6-232,3:30,4:50,TR
PSYC,333,AS01,Advanced Personality,6-252,12:30,1:50,TR
PSYC,337,AS01,Forensic Psychology,6-252,1:00,1:50,MWF
PSYC,337,OP95,Forensic Psychology,V-MCO,,,
PSYC,339,AS01,Abnormal Psychology,6-232,10:00,10:50,MWF
PSYC,339,AS02,Abnormal Psychology,6-232,9:00,9:50,MWF
PSYC,355,AS01,Social Cognition,6-256,9:30,10:50,TR
PSYC,358,AS01,Comparative Cognition,6-252,5:00,6:20,TR
PSYC,377,AS01,Human Neuropsychology,6-252,2:00,2:50,MWF
PSYC,385,AS01,Introduction to Applied Behaviour Analysis,6-332,3:00,3:50,MWF
PSYC,398,AS01,Independent Study,,,,
PSYC,398,AS02,Independent Study,,,,
PSYC,398,AS03,Independent Study,,,,
PSYC,405,AS01,Special Topics in Psychology,6-321,11:00,12:20,MW
PSYC,405,AS02,Special Topics in Psychology,6-321,9:30,10:50,MW
PSYC,405,AS03,Special Topics in Psychology,6-334,8:00,9:20,MW
PSYC,408,AS01,Psychology of Well-being,6-321,9:30,10:50,TR
PSYC,431,AS01,Psychometrics,6-334,12:30,1:50,MW
PSYC,435,AS01,Introduction to Clinical Psychology,6-321,2:00,3:20,TR
PSYC,439,AS01,Psychology Field Placement,V-MCO,,,
PSYC,439,X01F,Psychology Field Placement,WP-OC,,,
PSYC,440,AS01,Practice of Teaching in Psychology,6-334,2:00,3:20,M
PSYC,440,X01P,Practice of Teaching in Psychology,,,,
PSYC,449,AS01,Topics in Social Psychology,6-321,11:00,12:20,TR
PSYC,456,AS01,Cognitive Assessment,6-334,4:30,5:50,TR
PSYC,456,X01L,Cognitive Assessment,6-334,6:00,6:50,T
PSYC,475,AS01,Comparative Neuroanatomy,6-334,8:00,9:20,MW
PSYC,498,AS01,Advanced Independent Study,,,,
PSYC,498,AS02,Advanced Independent Study,,,,
PSYC,498,AS03,Advanced Independent Study,,,,
PSYC,498,AS04,Advanced Independent Study,,,,
PSYC,498,AS05,Advanced Independent Study,,,,
PSYC,498,AS06,Advanced Independent Study,,,,
PSYC,498,AS07,Advanced Independent Study,,,,
PSYC,498,AS08,Advanced Independent Study,,,,
PSYC,498,AS09,Advanced Independent Study,,,,
PSYC,498,AS10,Advanced Independent Study,,,,
PSYC,498,AS11,Advanced Independent Study,,,,
PSYC,498,AS12,Advanced Independent Study,,,,
PSYC,498,AS13,Advanced Independent Study,,,,
PSYC,498,AS14,Advanced Independent Study,,,,
PSYC,498,AS15,Advanced Independent Study,,,,
PSYC,499A,AS01,Honours Thesis I,V-MCO,,,
SCIE,201,AS01,Scientific Process: From Research Questions to Printed Manuscript,5-205,2:00,3:50,M
SCIE,201,X01S,Scientific Process: From Research Questions to Printed Manuscript,5-205,2:00,3:50,W
SOCI,100,GS01,Introductory Sociology,6-152,8:00,8:50,MWF
SOCI,100,GS02,Introductory Sociology,7-284,8:00,9:20,TR
SOCI,100,GS03,Introductory Sociology,6-132,1:00,1:50,MWF
SOCI,100,GS04,Introductory Sociology,6-136,9:00,9:50,MWF
SOCI,100,GS05,Introductory Sociology,6-152,9:30,10:50,TR
SOCI,100,GS06,Introductory Sociology,6-132,2:00,3:20,TR
SOCI,100,GS07,Introductory Sociology,6-132,12:00,12:50,MWF
SOCI,100,GS08,Introductory Sociology,6-136,3:30,4:50,TR
SOCI,100,GS09,Introductory Sociology,9-103,11:00,12:20,TR
SOCI,100,GS10,Introductory Sociology,6-132,11:00,11:50,MWF
SOCI,100,GS11,Introductory Sociology,6-132,10:00,10:50,MWF
SOCI,100,GS12,Introductory Sociology,7-284,2:00,3:20,TR
SOCI,100,GS70,Introductory Sociology,6-132,8:00,9:20,TR
SOCI,100,GS71,Introductory Sociology,9-323,12:30,1:50,WF
SOCI,100,OP01,Introductory Sociology,6-156,6:00,8:50,W
SOCI,100,OP02,Introductory Sociology,6-156,6:00,8:50,T
SOCI,100,OP03,Introductory Sociology,6-156,9:00,11:50,Sat
SOCI,100,OP95,Introductory Sociology,V-MCO,,,
SOCI,201,AS01,Canadian Society,6-291,12:30,1:50,TR
SOCI,224,AS01,Deviance and Conformity,6-256,9:00,9:50,MWF
SOCI,224,AS02,Deviance and Conformity,6-238,10:00,10:50,MWF
SOCI,224,OP95,Deviance and Conformity,V-MCO,,,
SOCI,225,AS01,Criminology,6-256,1:00,1:50,MWF
SOCI,225,AS02,Criminology,6-332,12:30,1:50,TR
SOCI,225,AS03,Criminology,6-258,11:00,11:50,MWF
SOCI,225,AS04,Criminology,6-258,11:00,12:20,TR
SOCI,225,AS05,Criminology,6-153,11:00,11:50,MWF
SOCI,225,AS06,Criminology,6-232,9:30,10:50,TR
SOCI,225,AS70,Criminology,6-232,11:00,12:20,TR
SOCI,225,OP01,Criminology,6-332,6:00,8:50,R
SOCI,225,OP95,Criminology,V-MCO,,,
SOCI,225,PI01,Criminology,6-291,2:00,4:50,R
SOCI,225,PS01,Criminology,6-133,11:00,1:50,W
SOCI,232,AS01,Classical Sociological Theory,6-258,12:00,12:50,MWF
SOCI,232,AS02,Classical Sociological Theory,6-133,9:30,10:50,TR
SOCI,237,AS01,Media and Society,6-238,11:00,12:20,TR
SOCI,241,AS01,Social Psychology,6-252,8:00,8:50,MWF
SOCI,241,AS02,Social Psychology,6-232,8:00,9:20,TR
SOCI,251,AS01,Population and Society,6-332,6:00,8:50,M
SOCI,269,AS01,Introductory Sociology of Globalization,6-258,10:00,10:50,MWF
SOCI,269,AS02,Introductory Sociology of Globalization,6-332,9:00,9:50,MWF
SOCI,271,AS01,Introduction to the Family,6-252,2:00,3:20,TR
SOCI,271,OP01,Introduction to the Family,6-332,6:00,8:50,W
SOCI,290,AS01,Introduction to the Sociology of Health and Illness,6-232,2:00,2:50,MWF
SOCI,301,AS01,Sociology of Gender,6-291,10:00,10:50,MWF
SOCI,301,AS02,Sociology of Gender,6-252,9:30,10:50,TR
SOCI,303,AS01,Contemporary Issues in Criminology,6-332,1:00,1:50,MWF
SOCI,310,AS01,Introduction to Social Statistics,6-228,9:30,10:50,TR
SOCI,310,AS02,Introduction to Social Statistics,6-228,2:00,3:20,TR
SOCI,315,AS01,Social Research Methods,6-228,12:30,1:50,TR
SOCI,321,AS01,"Youth, Crime and Society",6-332,12:00,12:50,MWF
SOCI,321,OP01,"Youth, Crime and Society",6-332,6:00,8:50,T
SOCI,325,AS01,Restorative Justice,6-258,9:30,10:50,TR
SOCI,327,AS01,The Canadian Criminal Justice System,6-332,2:00,2:50,MWF
SOCI,329,AS01,Sociology of Law,6-332,11:00,12:20,TR
SOCI,333,AS01,Contemporary Sociological Theory,6-332,11:00,11:50,MWF
SOCI,361,AS01,Social Inequality in Canada,6-256,11:00,12:20,TR
SOCI,368,AS01,Race and Ethnic Relations,7-138,2:00,3:20,TR
SOCI,377,AS01,"Youth, Culture and Identity",6-238,11:00,11:50,MWF
SOCI,387,AS01,"Religion, Culture and Society",6-332,10:00,10:50,MWF
SOCI,402,AS01,Special Topics in Sociology,6-228,3:30,6:20,T
SOCI,403,AS01,Special Topics in Criminology and Criminal Justice,6-396B,3:30,6:20,R
SOCI,421,AS01,Sociology of Punishment,6-396B,3:30,6:20,T
SOCI,424,AS01,"Advanced Topics in Deviance, Normality and Social Control",6-228,3:00,5:50,W
SOCI,463,AS01,Advanced Topics in Canadian Society,6-396B,3:00,5:50,M
SOCI,497,AS01,Independent Research Project,,,,
SOCI,497,AS02,Independent Research Project,,,,
SOCI,498,AS01,Advanced Independent Study,,,,
SOCI,498,AS02,Advanced Independent Study,,,,
SOCI,498,AS03,Advanced Independent Study,,,,
SOCI,498,AS04,Advanced Independent Study,,,,
SOCI,499A,AS01,Honours Thesis I,ED-OC,,,
SPAN,111,AS01,Introductory Spanish I,7-265,"8:00
 9:00",9:50,"MW
 F"
SPAN,111,AS02,Introductory Spanish I,7-231,2:00,4:20,TR
SPAN,111,AS03,Introductory Spanish I,"7-227
 7-265
 7-265","10:00
 11:00
 10:00","10:50
 12:20
 10:50","M
 TR
 F"
SPAN,111,AS04,Introductory Spanish I,7-231,3:00,5:20,MW
SPAN,111,AS05,Introductory Spanish I,"7-265
 7-265
 7-231",2:00,"2:50
 3:20
 2:50","M
 TR
 F"
SPAN,111,AS06,Introductory Spanish I,7-227,"1:00
 12:30",1:50,"MW
 TR"
SPAN,112,AS01,Introductory Spanish II,7-231,8:30,10:50,TR
SPAN,211,AS01,Intermediate Spanish I,"7-265
 7-231
 7-231",11:00,"12:50
 12:50
 11:50","M
 W
 F"
SPAN,211,AS02,Intermediate Spanish I,7-265,1:00,"1:50
 2:50","M
 WF"
SPAN,216,AS01,Conversation and Composition in Spanish I,7-265,11:00,12:50,WF
SPAN,315,AS01,Advanced Oral Practice and Composition in Spanish,7-231,11:00,12:20,TR
STAT,151,AS01,Introduction to Applied Statistics,5-152,9:30,10:50,TR
STAT,151,AS02,Introduction to Applied Statistics,5-152,1:00,1:50,MWF
STAT,151,AS03,Introduction to Applied Statistics,5-158,11:00,12:20,TR
STAT,151,AS04,Introduction to Applied Statistics,5-158,12:00,12:50,MWF
STAT,151,AS05,Introduction to Applied Statistics,5-152,12:30,1:50,TR
STAT,151,AS06,Introduction to Applied Statistics,5-152,11:00,11:50,MWF
STAT,151,AS07,Introduction to Applied Statistics,5-152,10:00,10:50,MWF
STAT,151,OP60,Introduction to Applied Statistics,5-152,5:00,6:20,MW
STAT,151,OP61,Introduction to Applied Statistics,5-152,9:00,11:50,Sat
STAT,151,X01L,Introduction to Applied Statistics,6-345,8:00,9:20,M
STAT,151,X02L,Introduction to Applied Statistics,6-345,8:00,9:20,W
STAT,151,X03L,Introduction to Applied Statistics,6-345,8:00,9:20,F
STAT,151,X04L,Introduction to Applied Statistics,6-345,12:30,1:50,T
STAT,151,X05L,Introduction to Applied Statistics,6-345,12:30,1:50,R
STAT,151,X06L,Introduction to Applied Statistics,6-345,3:30,4:50,M
STAT,151,X07L,Introduction to Applied Statistics,6-345,3:30,4:50,W
STAT,151,X08L,Introduction to Applied Statistics,6-345,3:30,4:50,F
STAT,151,X09L,Introduction to Applied Statistics,6-241,3:30,4:50,T
STAT,151,X10L,Introduction to Applied Statistics,6-241,3:30,4:50,R
STAT,151,X11L,Introduction to Applied Statistics,6-345,2:00,3:20,T
STAT,151,X12L,Introduction to Applied Statistics,6-345,2:00,3:20,R
STAT,151,X13L,Introduction to Applied Statistics,6-345,2:00,3:20,M
STAT,151,X14L,Introduction to Applied Statistics,6-345,2:00,3:20,W
STAT,151,X15L,Introduction to Applied Statistics,6-345,2:00,3:20,F
STAT,151,X16L,Introduction to Applied Statistics,6-345,8:00,9:20,T
STAT,151,X17L,Introduction to Applied Statistics,6-345,8:00,9:20,R
STAT,151,X60L,Introduction to Applied Statistics,5-121,6:30,7:50,M
STAT,151,X61L,Introduction to Applied Statistics,5-121,6:30,7:50,W
STAT,151,X62L,Introduction to Applied Statistics,5-121,1:00,2:20,Sat
STAT,151,X63L,Introduction to Applied Statistics,5-121,2:30,3:50,Sat
STAT,161,AS01,Applied Statistics for the Social Sciences,5-158,9:30,10:50,TR
STAT,161,X01L,Applied Statistics for the Social Sciences,6-345,11:00,12:20,T
STAT,161,X02L,Applied Statistics for the Social Sciences,6-345,11:00,12:20,R
STAT,252,AS01,Applied Statistics II,5-204,8:00,8:50,MWF
STAT,252,AS02,Applied Statistics II,5-322,8:00,9:20,TR
STAT,252,X01L,Applied Statistics II,5-121,4:00,5:50,F
STAT,252,X02L,Applied Statistics II,5-121,12:00,1:50,F
STAT,265,AS01,Probability Theory,6-242,11:00,12:20,TR
STAT,265,X01S,Probability Theory,6-153,12:00,12:50,W
STAT,370,AS01,Applied Time Series Analysis,5-305,10:00,10:50,MWF
STAT,370,X01L,Applied Time Series Analysis,5-121,2:00,3:50,F
STAT,371,AS01,Applied Categorical Data Analysis,9-315,11:00,11:50,MWF
STAT,371,X01L,Applied Categorical Data Analysis,5-248,2:00,3:50,W
STAT,412,AS01,Stochastic Processes,6-344,3:30,4:50,TR
STAT,412,X01L,Stochastic Processes,5-122,12:00,1:50,F
STAT,498,AS01,Advanced Independent Study,,,,
STAT,498,AS02,Advanced Independent Study,,,,
STAT,498,AS03,Advanced Independent Study,,,,
SUST,201,AS01,Introduction to Sustainability,6-133,11:00,1:50,M
ZOOL,224,AS01,Vertebrate Adaptations and Evolution,5-135,5:00,5:50,MWF
ZOOL,224,X01L,Vertebrate Adaptations and Evolution,6-143,8:00,10:50,R
ZOOL,224,X02L,Vertebrate Adaptations and Evolution,6-143,12:30,3:20,R
ZOOL,241,AS01,Animal Physiology I,5-110,3:00,3:50,MWF
ZOOL,241,X01S,Animal Physiology I,5-206,4:00,4:50,T
ZOOL,241,X02S,Animal Physiology I,5-206,5:00,5:50,T
ZOOL,400,AS01,Aquatic Vertebrates,5-206,11:00,11:50,MWF
ZOOL,400,X01L,Aquatic Vertebrates,6-143,12:30,3:20,T
ZOOL,425,AS01,Entomology,5-141,8:00,9:20,TR
ZOOL,425,X01L,Entomology,6-143,12:00,2:50,F
ENGG,130,X62L,Engineering Mechanics - Statics,5-251,2:00,3:50,M
ENGG,130,X63L,Engineering Mechanics - Statics,5-207,2:00,3:50,W
